;Available since;Garden;Latitude;Link;Listing_status;Longitude;Neighbourhood;Number of bedrooms;Number of rooms;Price;Street;Surface (m²);Total volume (m³);Type;Year built;Zipcode
1000;> 3 maanden;['No'];52.31818593;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002323385/raoul-wallenbergstraat;Beschikbaar;4.95447929;Bijlmer-Centrum (D, F, H);[];7;465000;Raoul Wallenbergstraat;174;446;Woonhuis;2003;1102AX
1001;> 3 maanden;['Yes', 'achtertuin'];52.37874369;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002233522/donker-curtiusstraat;Verkocht onder voorbehoud;4.87110114;Staatsliedenbuurt;2;3;575000;Donker Curtiusstraat;121;445;Appartement;1998;1051JN
1002;> 3 maanden;"['Yes', 'achtertuin;voortuin']";52.41375505;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002168651/kometensingel;Verkocht onder voorbehoud;4.88043814;Buiksloterham;3;4;269000;Kometensingel;73;254;Woonhuis;1937;1033BK
1003;17-05-2018;['No'];52.37183409;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380294/de-clercqstraat;Beschikbaar;4.87361911;Kinkerbuurt;2;3;375000;De Clercqstraat;58;181;Appartement;1906;1052NC
1004;09-03-2018;['Yes', 'achtertuin'];52.34822764;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002318157/eurokade;Beschikbaar;4.78669969;Middelveldsche Akerpolder en Sloten;4;6;425000;Eurokade;141;450;Woonhuis;1999;1060RZ
1005;> 3 maanden;['No'];52.37663856;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002368617/bos-en-lommerplantsoen;Verkocht onder voorbehoud;4.84438304;De Kolenkit;[];1;169000;Bos en Lommerplantsoen;29;95;Appartement;1960;1055AA
1006;> 3 maanden;['Yes'];52.30009959;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002367573/hendrik-hosstraat;Beschikbaar;4.99759561;Gein;4;5;285000;Hendrik Hosstraat;110;300;Woonhuis;1987;1106ZN
1007;> 3 maanden;['Yes'];52.31257304;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002385737/2e-kekerstraat;Beschikbaar;4.98109136;Bijlmer-Oost (E, G, K);3;4;239000;2e Kekerstraat;96;260;Woonhuis;2007;1104VB
1008;08-05-2018;['No'];52.35664613;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373342/swammerdamstraat;Beschikbaar;4.90823215;Weesperzijde;2;3;425000;Swammerdamstraat;55;142;Appartement;1885;1091RW
1009;> 3 maanden;['No'];52.32381631;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002242458/simone-de-beauvoirstraat;Beschikbaar;4.95068405;Bijlmer-Centrum (D, F, H);2;3;189500;Simone de Beauvoirstraat;85;142;Appartement;1992;1102AR
1010;> 3 maanden;['No'];52.35928496;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342549/bert-haanstrahof;Verkocht onder voorbehoud;4.99522644;IJburg West;2;3;600000;Bert Haanstrahof;144;391;Appartement;2008;1087DL
1011;> 3 maanden;['Yes'];52.302073;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002384668/mijehof;Beschikbaar;4.96755254;Holendrecht/Reigersbos;4;5;279500;Mijehof;114;391;Woonhuis;1981;1106HN
1012;> 3 maanden;['No'];52.36012989;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002330544/formosastraat;Verkocht onder voorbehoud;4.93476582;Indische Buurt West;1;2;250000;Formosastraat;56;175;Appartement;1981;1094SW
1013;29-03-2018;['Yes', 'achtertuin'];52.38183557;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002360295/de-kempenaerstraat;Verkocht onder voorbehoud;4.86906766;Staatsliedenbuurt;2;3;520000;De Kempenaerstraat;82;223;Appartement;1906;1051CN
1014;> 3 maanden;['No'];52.3536616;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002361657/van-ostadestraat;Beschikbaar;4.90146838;Nieuwe Pijp;1;2;325000;Van Ostadestraat;45;223;Appartement;1889;1073TZ
1015;07-03-2018;['No'];52.36087928;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002316335/mauritskade;Beschikbaar;4.9126787;Oosterparkbuurt;2;3;375000;Mauritskade;74;212;Appartement;1989;1091GC
1016;> 3 maanden;['No'];52.36554262;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002320912/marnixstraat;Beschikbaar;4.87985843;Jordaan;1;2;400000;Marnixstraat;62;205;Appartement;1905;1016XX
1017;02-05-2018;['No'];52.35260224;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367064/pieter-aertszstraat;Verkocht onder voorbehoud;4.90175886;Diamantbuurt;1;2;425000;Pieter Aertszstraat;51;175;Appartement;1908;1073SL
1018;> 3 maanden;['No'];52.38512252;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002281044/haarlemmerweg;Verkocht onder voorbehoud;4.86848577;Centrale Markt;2;3;399000;Haarlemmerweg;82;244;Appartement;1998;1051NV
1019;06-04-2018;['No'];52.36320754;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002349066/ijburglaan;Beschikbaar;4.98303574;IJburg West;[];5;425000;IJburglaan;109;361;Woonhuis;[];1086ZJ
1020;> 3 maanden;['Yes', 'ja'];52.42336493;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002369564/potvisstraat;Verkocht onder voorbehoud;4.88728189;Oostzanerwerf;2;3;250000;Potvisstraat;79;255;Woonhuis;1992;1035HL
1021;15-05-2018;['Yes', 'achtertuin'];52.34204996;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379122/kuinderstraat;Bieding;4.90599772;Rijnbuurt;1;2;375000;Kuinderstraat;58;220;Appartement;1934;1079DH
1022;> 3 maanden;['Yes', 'achtertuin'];52.35752447;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002186044/tweede-oosterparkstraat;Bieding;4.91885056;Oosterparkbuurt;3;5;645000;Tweede Oosterparkstraat;100;345;Appartement;1999;1092BR
1023;> 3 maanden;['Yes', 'Een zeldzaamheid in Amsterdam: een tuin van ca. 35m2, op het zuid-westen. De tuin is in 2016 geheel nieuw aangelegd.'];52.37186409;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001921725/rozengracht;Teruggetrokken;4.875144;Jordaan;3;5;795000;Rozengracht;146;497;Appartement;1906;1016SX
1024;> 3 maanden;['Yes', 'achtertuin'];52.39789699;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373246/ganzenveldstraat;Beschikbaar;4.95424497;Nieuwendam-Noord;4;8;315000;Ganzenveldstraat;97;352;Woonhuis;1965;1024CN
1025;> 3 maanden;['No'];52.36309773;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386532/nickeriestraat;Beschikbaar;4.85523649;Westindische buurt;[];3;325000;Nickeriestraat;61;205;Appartement;1930;1058VW
1026;17-05-2018;['No'];52.37603672;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382940/bos-en-lommerplantsoen;Beschikbaar;4.84438084;De Kolenkit;1;1;185000;Bos en Lommerplantsoen;30;106;Appartement;1960;1055AA
1027;02-05-2018;['Yes'];52.32718884;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002367609/geerdinkhof;Beschikbaar;4.98158852;Bijlmer-Oost (E, G, K);4;5;419000;Geerdinkhof;156;106;Woonhuis;1978;1103RB
1028;> 3 maanden;['No'];52.31170792;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0000426741/haardstee;Beschikbaar;4.95262136;Bijlmer-Centrum (D, F, H);1;2;200000;Haardstee;45;120;Appartement;1982;1102NJ
1029;> 3 maanden;['Yes', 'Orientatie: West'];52.34915923;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0000897603/ottho-heldringstraat;Verkocht onder voorbehoud;4.83208226;Slotervaart;2;3;295000;Ottho Heldringstraat;102;262;Woonhuis;2010;1066AZ
1030;01-05-2018;['No'];52.3962566;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366755/benedenlangs;Bieding;4.93144399;Buikslotermeer;3;4;275000;Benedenlangs;93;298;Appartement;1968;1025KB
1031;11-04-2018;['No'];52.36361064;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351856/nachtwachtlaan;Beschikbaar;4.84349983;Overtoomse Veld;1;2;290000;Nachtwachtlaan;58;151;Appartement;1971;1058ER
1032;> 3 maanden;['No'];52.34618414;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002297540/jekerstraat;Verkocht onder voorbehoud;4.89719153;Scheldebuurt;3;4;695000;Jekerstraat;111;374;Appartement;1929;1078ME
1033;> 3 maanden;['Yes', 'Nieuwe tuin 1'];52.35605548;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002281866/daniel-stalpertstraat;Beschikbaar;4.89138711;Oude Pijp;3;5;1100000;Daniël Stalpertstraat;193;674;Appartement;1876;1072XL
1034;> 3 maanden;['No'];52.38331361;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002346173/bankwerkerij;Beschikbaar;4.91744723;Ijplein/Vogelbuurt;[];3;299500;Bankwerkerij;76;268;Appartement;1986;1021NW
1035;> 3 maanden;['No'];52.35414073;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329130/maria-austriastraat;Verkocht onder voorbehoud;4.99969002;IJburg West;[];3;344000;Maria Austriastraat;126;378;Opslagruimte;2005;1087JC
1036;> 3 maanden;['No'];52.36469951;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002279399/roetersstraat;Verkocht onder voorbehoud;4.91055303;Weesperbuurt/Plantage;2;3;399000;Roetersstraat;60;218;Appartement;[];1018WC
1037;13-05-2018;['No'];52.35072909;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375903/kwintsheulstraat;Verkocht onder voorbehoud;4.83915173;Westlandgracht;3;4;435000;Kwintsheulstraat;108;338;Appartement;2010;1062ED
1038;17-04-2018;['No'];52.37481968;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356225/james-rosskade;Beschikbaar;4.8437883;De Kolenkit;[];2;250000;James Rosskade;50;175;Appartement;1953;1056AH
1039;> 3 maanden;['Yes', 'ja'];52.39385227;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002340907/vlielandstraat;Bieding;4.92560683;Tuindorp Buiksloot;1;2;275000;Vlielandstraat;61;270;Woonhuis;1931;1025RN
1040;11-04-2018;['No'];52.35238865;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351138/lamarckhof;Verkocht onder voorbehoud;4.94351924;Middenmeer;3;4;375000;Lamarckhof;67;220;Appartement;1955;1098TJ
1041;19-04-2018;['Yes', 'zonneterras'];52.3527623;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357910/wibautstraat;Beschikbaar;4.91241321;Weesperzijde;3;4;675000;Wibautstraat;113;354;Appartement;1998;1091GS
1042;> 3 maanden;['No'];52.37318514;https://www.pararius.nl/overig-te-koop/amsterdam/PB0002359985/rozengracht;Bieding;4.8805493;Jordaan;[];4;450000;Rozengracht;113;354;Overig;[];1016LT
1043;> 3 maanden;['No'];52.35860026;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366522/huidekoperstraat;Beschikbaar;4.8981701;De Weteringschans;2;3;300000;Huidekoperstraat;50;155;Appartement;1995;1017ZL
1044;07-05-2018;['No'];52.36671359;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002369769/hudsonstraat;Beschikbaar;4.85385702;Hoofdweg en omgeving;1;2;299000;Hudsonstraat;51;160;Appartement;1929;1057SP
1045;20-04-2018;['No'];52.3725605;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358913/pieter-van-der-doesstraat;Verkocht onder voorbehoud;4.85694387;De Krommert;4;6;650000;Pieter van der Doesstraat;112;349;Appartement;1932;1056VA
1046;04-05-2018;['No'];52.41104966;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370875/voorsteven;Beschikbaar;4.91522787;Banne Buiksloot;4;6;285000;Voorsteven;90;224;Appartement;1977;1034SN
1047;25-05-2018;['No'];52.37087034;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385882/singel;Beschikbaar;4.88784424;Grachtengordel-West;[];2;600000;Singel;79;309;Appartement;1720;1016AE
1048;23-05-2018;['No'];52.37273834;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385160/hugo-de-grootkade;Beschikbaar;4.87074517;Frederik Hendrikbuurt;3;5;799000;Hugo de Grootkade;130;432;Appartement;2004;1052LW
1049;14-05-2018;['No'];52.39487168;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376908/het-hoogt;Beschikbaar;4.93592452;Buikslotermeer;2;3;250000;Het Hoogt;68;240;Appartement;1968;1025HC
1050;> 3 maanden;['Yes', 'geen tuin. Orientatie: Zuid'];52.36870148;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002233544/schimmelstraat;Beschikbaar;4.86632849;Kinkerbuurt;2;3;285000;Schimmelstraat;46;135;Woonhuis;1996;1053TA
1051;> 3 maanden;['No'];52.32023369;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002352633/raphael-lemkinstraat;Beschikbaar;4.9590208;Bijlmer-Centrum (D, F, H);4;5;319000;Raphael Lemkinstraat;120;135;Woonhuis;2007;1102JX
1052;30-04-2018;['No'];52.37112344;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365821/conradstraat;Verkocht onder voorbehoud;4.93049816;Oostelijke Eilanden/Kadijken;2;3;450000;Conradstraat;91;281;Appartement;2004;1018NM
1053;> 3 maanden;['Yes', 'ja'];52.40317053;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352381/bep-van-klaverenboulevard;Verkocht onder voorbehoud;4.91825069;Banne Buiksloot;2;3;250000;Bep van Klaverenboulevard;81;250;Appartement;1995;1034WP
1054;09-05-2018;['No'];52.37775607;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374281/ferguutstraat;Beschikbaar;4.85509004;Erasmuspark;[];3;300000;Ferguutstraat;55;165;Appartement;1939;1055SX
1055;> 3 maanden;['No'];52.37308186;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367421/hoofdweg;Beschikbaar;4.84899326;Westindische buurt;1;2;300000;Hoofdweg;51;185;Appartement;2006;1056DE
1056;16-05-2018;['Yes', 'achtertuin'];52.34649475;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380171/turnerstraat;Verkocht onder voorbehoud;4.86068941;Stadionbuurt;2;3;500000;Turnerstraat;75;269;Appartement;[];1076VE
1057;> 3 maanden;['No'];52.41065734;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002381354/kadoelenweg;Beschikbaar;4.9070605;Kadoelen;3;4;975000;Kadoelenweg;144;570;Woonhuis;1930;1035NT
1058;30-03-2018;['No'];52.36884341;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376176/oude-looiersstraat;Beschikbaar;4.88039332;Jordaan;[];9;925000;Oude Looiersstraat;178;485;Appartement;1931;1016VH
1059;02-05-2018;['No'];52.38768417;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367601/van-der-pekstraat;Verkocht onder voorbehoud;4.90910142;Volewijck;2;3;420000;Van der Pekstraat;79;237;Appartement;1919;1031EB
1060;15-05-2018;['No'];52.3771271;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380080/goeman-borgesiusstraat;Beschikbaar;4.79998109;Geuzenveld;2;3;360000;Goeman Borgesiusstraat;99;235;Appartement;1957;1067LN
1061;18-05-2018;['No'];52.35497503;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382942/kiekstraat;Beschikbaar;4.99648282;IJburg West;3;5;400000;Kiekstraat;130;392;Appartement;2005;1087GK
1062;17-04-2018;['No'];52.3625388;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356114/eerste-atjehstraat;Beschikbaar;4.93717831;Dapperbuurt;4;6;675000;Eerste Atjehstraat;120;324;Appartement;1905;1094KT
1063;17-05-2018;['No'];52.37227636;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382443/admiralengracht;Beschikbaar;4.85571379;Hoofdweg en omgeving;2;3;375000;Admiralengracht;63;199;Appartement;1925;1056EA
1064;> 3 maanden;['Yes', 'ja'];52.30665896;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002344748/herfststraat;Verkocht onder voorbehoud;5.01664338;Driemond;3;4;250000;Herfststraat;74;315;Woonhuis;1964;1109AX
1065;13-03-2018;['Yes'];52.30870725;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002330427/leusdenhof;Beschikbaar;4.97817938;Nellestein;2;3;170000;Leusdenhof;59;1895;Appartement;1980;1108CR
1066;> 3 maanden;['No'];52.34457902;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002325081/omval;Beschikbaar;4.91580264;De Omval;[];3;530000;Omval;101;273;Appartement;1997;1096HR
1067;27-04-2018;['No'];52.39717369;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364219/wingerdweg;Verkocht onder voorbehoud;4.91772643;Volewijck;2;3;259000;Wingerdweg;64;240;Appartement;1927;1032AK
1068;08-05-2018;['Yes', 'achtertuin'];52.34080937;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373189/tuinbouwstraat;Verkocht onder voorbehoud;4.94750886;Betondorp;1;2;250000;Tuinbouwstraat;52;190;Appartement;1924;1097XV
1069;07-05-2018;['Yes', 'achtertuin'];52.37490925;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372441/westermarkt;Beschikbaar;4.88440649;Grachtengordel-West;3;4;1000000;Westermarkt;113;440;Appartement;1905;1016DK
1070;> 3 maanden;['No'];52.36149652;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370750/baarsjesweg;Beschikbaar;4.8569293;Van Lennepbuurt;2;3;599000;Baarsjesweg;105;360;Appartement;1926;1058AB
1071;14-03-2018;['No'];52.37756165;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331363/knsm-laan;Verkocht onder voorbehoud;4.9455144;Oostelijk Havengebied;[];3;475000;KNSM-laan;108;326;Appartement;1994;1019LJ
1072;15-05-2018;['No'];52.36908459;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379125/herengracht;Beschikbaar;4.88638134;Grachtengordel-West;3;5;1175000;Herengracht;177;660;Appartement;1614;1016CG
1073;> 3 maanden;['No'];52.37301419;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002360802/burgemeester-cramergracht;Beschikbaar;4.8323858;Slotermeer-Zuidwest;3;4;250000;Burgemeester Cramergracht;77;270;Appartement;1957;1064AE
1074;> 3 maanden;['No'];52.36010604;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380083/lijnbaansgracht;Beschikbaar;4.89283924;Jordaan;2;5;479000;Lijnbaansgracht;80;160;Woonhuis;1924;1017XA
1075;28-05-2018;['No'];52.36574619;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002389026/nieuwe-keizersgracht;Beschikbaar;4.90712084;Weesperbuurt/Plantage;2;3;765000;Nieuwe Keizersgracht;86;275;Appartement;1956;1018VC
1076;> 3 maanden;['No'];52.35192024;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382073/rustenburgerstraat;Beschikbaar;4.89548432;Diamantbuurt;1;2;389000;Rustenburgerstraat;60;275;Appartement;1903;1073GG
1077;19-04-2018;['Yes', 'achtertuin'];52.35100156;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373105/h-diesveldsingel;Beschikbaar;4.78959764;Middelveldsche Akerpolder en Sloten;3;4;399000;H. Diesveldsingel;119;397;Woonhuis;1998;1060RL
1078;06-03-2018;['No'];52.3692207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315607/rapenburgerstraat;Beschikbaar;4.90841942;Nieuwmarkt/Lastage;1;2;640000;Rapenburgerstraat;72;233;Appartement;1964;1011VK
1079;> 3 maanden;['Yes', 'ja'];52.3853335;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002360806/haarlemmerweg;Beschikbaar;4.87566605;Centrale Markt;2;3;425000;Haarlemmerweg;76;255;Appartement;1983;1051KS
1080;06-03-2018;['No'];52.3692207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315598/rapenburgerstraat;Beschikbaar;4.90841942;Nieuwmarkt/Lastage;1;2;380000;Rapenburgerstraat;49;149;Appartement;1964;1011VK
1081;> 3 maanden;['No'];52.34774885;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002148442/minervalaan;Beschikbaar;4.8719899;Station-Zuid WTC en omgeving;2;4;1045000;Minervalaan;122;425;Appartement;[];1077PC
1082;14-05-2018;['No'];52.36587082;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377566/bosboom-toussaintstraat;Verkocht onder voorbehoud;4.87675673;Helmersbuurt;3;4;625000;Bosboom Toussaintstraat;91;320;Appartement;1894;1054AR
1083;08-05-2018;['No'];52.3518923;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376526/rustenburgerstraat;Verkocht onder voorbehoud;4.89524979;Diamantbuurt;2;3;700000;Rustenburgerstraat;116;386;Appartement;1921;1073GG
1084;30-03-2018;['Yes', 'zonneterras'];52.38994304;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342704/barentszplein;Verkocht onder voorbehoud;4.89017083;Spaarndammer- en Zeeheldenbuurt;3;4;900000;Barentszplein;143;533;Appartement;2009;1013NJ
1085;> 3 maanden;['No'];52.36205907;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002240748/stadhouderskade;Beschikbaar;4.88072039;Oude Pijp;2;3;899000;Stadhouderskade;142;451;Woonhuis;1991;1054ES
1086;> 3 maanden;['Yes', 'achtertuin'];52.34538954;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373085/samosstraat;Bieding;4.79244687;Middelveldsche Akerpolder en Sloten;4;5;425000;Samosstraat;136;457;Woonhuis;2003;1060TA
1087;> 3 maanden;['No'];52.36519177;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002389131/oeverpad;Beschikbaar;4.80736266;Osdorp-Oost;2;3;275000;Oeverpad;80;245;Appartement;2007;1068PH
1088;> 3 maanden;['No'];52.37653174;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002228961/sint-jacobsstraat;Beschikbaar;4.89544937;Burgwallen-Nieuwe Zijde;1;1;350000;Sint Jacobsstraat;45;120;Appartement;1906;1012NC
1089;> 3 maanden;['Yes', 'ja'];52.39066209;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002365514/blokkerstraat;Verkocht onder voorbehoud;4.94939436;Tuindorp Nieuwendam;2;3;250000;Blokkerstraat;54;230;Woonhuis;1927;1023VJ
1090;05-03-2018;['No'];52.35262422;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002247775/valeriusstraat;Verkocht onder voorbehoud;4.8626716;Willemspark;[];3;479000;Valeriusstraat;62;223;Appartement;[];1075GJ
1091;24-04-2018;['No'];52.37870029;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002361087/cornelis-van-rijplantsoen;Beschikbaar;4.8241049;Slotermeer-Zuidwest;3;4;350000;Cornelis van Rijplantsoen;101;292;Appartement;1991;1063MD
