;Available since;Coordinates;Garden;Listing_status;Neighbourhood;Number of bedrooms;Number of rooms;Price;Surface (m²);Total volume (m³);Year built;Zipcode;link
715;17-05-2018;('4.8736191100', '52.3718340900');['N', 'e', 'e'];Beschikbaar;Kinkerbuurt;2;3;375.000;58;181;1906;1052NC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380294/de-clercqstraat
"
716;01-05-2018;('4.8790650400', '52.3681546500');['N', 'e', 'e'];Beschikbaar;Jordaan;1;3;650.000;107;341;1906;1016XA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366820/lijnbaansgracht
"
717;> 3 maanden;('4.9068266400', '52.3413882300');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Rijnbuurt;2;4;699.000;150;470;1935;1079HV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367713/rijnstraat
"
718;11-05-2018;('4.8717004200', '52.3853073200');['N', 'e', 'e'];Beschikbaar;Centrale Markt;1;2;300.000;48;118;1905;1051LA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375396/haarlemmerweg
"
719;16-05-2018;('4.9004210000', '52.3864138100');"['Ja', 'zijtuin;zonneterras']";Beschikbaar;Buiksloterham;2;3;630.000;98;347;2010;1031KB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380073/spadinalaan
"
720;> 3 maanden;('4.9590208000', '52.3202336900');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);4;5;319.000;120;347;2007;1102JX;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002352633/raphael-lemkinstraat
"
721;10-04-2018;('4.9674557900', '52.2936870300');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Holendrecht/Reigersbos;2;3;225.000;73;250;1984;1107PH;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002350768/twellostraat
"
722;18-04-2018;('4.8966258900', '52.3747897400');['N', 'e', 'e'];Verkocht onder voorbehoud;Burgwallen-Oude Zijde;1;2;347.500;66;238;1906;1012JV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356573/beursstraat
"
723;> 3 maanden;('4.8482234400', '52.3832614500');['N', 'e', 'e'];Verkocht onder voorbehoud;Landlust;2;3;315.000;75;235;1950;1055LB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002252348/sara-burgerhartstraat
"
724;> 3 maanden;('4.8909434000', '52.3721057000');['Ja'];Beschikbaar;Burgwallen-Nieuwe Zijde;2;1;245.000;29;125;1870;1012RK;"https://www.pararius.nl/overig-te-koop/amsterdam/PB0002321246/nieuwezijds-voorburgwal
"
725;> 3 maanden;('4.8887072200', '52.3711705700');['N', 'e', 'e'];Beschikbaar;Grachtengordel-West;2;2;445.000;62;249;1750;1012WG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370851/singel
"
726;> 3 maanden;('4.8388869800', '52.3608726800');['N', 'e', 'e'];Beschikbaar;Overtoomse Veld;1;2;250.000;47;165;1750;1062BV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376720/suze-robertsonstraat
"
727;06-04-2018;('4.8050468200', '52.3559409600');['N', 'e', 'e'];Verkocht onder voorbehoud;Osdorp-Oost;2;3;225.000;75;223;1750;1068RG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373100/volharding
"
728;08-05-2018;('4.9475088600', '52.3408093700');['Ja', 'achtertuin'];Bieding;Betondorp;1;2;250.000;52;190;1924;1097XV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373189/tuinbouwstraat
"
729;12-03-2018;('4.9053619200', '52.3695318600');['N', 'e', 'e'];Verkocht onder voorbehoud;Nieuwmarkt/Lastage;2;3;625.000;88;275;2004;1011NC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364062/valkenburgerstraat
"
730;16-05-2018;('4.8393711500', '52.3749296100');['N', 'e', 'e'];Beschikbaar;De Kolenkit;3;5;450.000;117;400;2011;1061ME;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002381270/bep-bakhuysstraat
"
731;> 3 maanden;('4.9366493700', '52.3712548600');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;3;5;40.000;117;400;2000;1019HX;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0001044592/borneolaan
"
732;21-03-2018;('4.9490314900', '52.3723798500');['N', 'e', 'e'];Verkocht onder voorbehoud;Oostelijk Havengebied;3;6;750.000;149;517;1999;1019WS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002336514/pompmanstraat
"
733;17-04-2018;('4.8940377400', '52.3698267600');['N', 'e', 'e'];Beschikbaar;Burgwallen-Oude Zijde;2;3;600.000;113;437;1999;1012GM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002355073/oudezijds-voorburgwal
"
734;27-03-2018;('4.9525577300', '52.3167138800');['N', 'e', 'e'];Verkocht onder voorbehoud;Bijlmer-Centrum (D, F, H);3;4;248.500;107;245;1970;1102AP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002339678/frissenstein
"
735;> 3 maanden;('4.8194560300', '52.3839089600');['N', 'e', 'e'];Beschikbaar;Slotermeer-Noordoost;3;4;27.500;107;245;1958;1063HA;"https://www.pararius.nl/garages-te-koop/amsterdam/PB0002365275/lou-jansenplein
"
736;> 3 maanden;('4.9975956100', '52.3000995900');['Ja'];Beschikbaar;Gein;4;5;285.000;110;300;1987;1106ZN;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002367573/hendrik-hosstraat
"
737;> 3 maanden;('4.8940925500', '52.4058406300');['N', 'e', 'e'];Beschikbaar;Tuindorp Oostzaan;2;3;230.000;77;215;1987;1033DP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002209208/kabelgaststraat
"
738;13-05-2018;('4.8769523200', '52.3578428500');['N', 'e', 'e'];Beschikbaar;Museumkwartier;3;4;1.459.000;146;590;1887;1071HG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376055/willemsparkweg
"
739;> 3 maanden;('4.8099327200', '52.3617530300');['N', 'e', 'e'];Verkocht onder voorbehoud;Osdorp-Oost;3;4;319.000;97;305;1968;1068CZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002323169/ruimzicht
"
740;> 3 maanden;('4.9188505600', '52.3575244700');['Ja', 'achtertuin'];Bieding;Oosterparkbuurt;3;5;645.000;100;345;1999;1092BR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002186044/tweede-oosterparkstraat
"
741;> 3 maanden;('4.8315056500', '52.3752839700');['Ja'];Beschikbaar;Slotermeer-Zuidwest;2;3;350.000;100;345;1954;1064BT;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002377620/aart-van-der-leeuwstraat
"
742;> 3 maanden;('4.9012131400', '52.3729482000');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;1;2;450.000;70;250;1650;1011EN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002334406/geldersekade
"
743;13-04-2018;('4.9071283700', '52.3845000100');['Ja', 'voortuin'];Beschikbaar;Volewijck;2;3;319.000;65;156;1983;1031CK;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380102/buiksloterweg
"
744;14-03-2018;('4.8623932300', '52.3612692100');['N', 'e', 'e'];Verkocht onder voorbehoud;Helmersbuurt;2;3;699.000;106;321;1983;1054WB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002330514/wilhelminastraat
"
745;> 3 maanden;('4.8874339000', '52.3551580600');['N', 'e', 'e'];Verkocht onder voorbehoud;Oude Pijp;4;5;799.000;130;430;1886;1072VP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002287291/gerard-doustraat
"
746;07-05-2018;('4.8369385700', '52.3836229900');['Ja', 'achtertuin'];Beschikbaar;Slotermeer-Noordoost;2;3;575.000;107;411;1886;1063AP;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002371749/hendrik-dienskestraat
"
747;30-04-2018;('4.8677644300', '52.3250631700');['N', 'e', 'e'];Beschikbaar;Buitenveldert-West;2;3;325.000;80;280;1962;1081AK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365590/rooswijck
"
748;> 3 maanden;('4.8550940600', '52.3541632600');['N', 'e', 'e'];Beschikbaar;Schinkelbuurt;1;2;340.000;53;163;1906;1075TX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002228977/eerste-schinkelstraat
"
749;18-05-2018;('4.8594017100', '52.3523490400');['N', 'e', 'e'];Beschikbaar;Schinkelbuurt;2;3;750.000;70;190;1906;1075BL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382951/sophialaan
"
750;16-05-2018;('4.8463866600', '52.3544203900');['N', 'e', 'e'];Bieding;Hoofddorppleinbuurt;3;4;399.000;61;201;1934;1058SW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379821/vogelenzangstraat
"
751;> 3 maanden;('4.8353721600', '52.3536954700');['N', 'e', 'e'];Verkocht onder voorbehoud;Westlandgracht;2;3;425.000;94;285;1991;1062KC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359989/wittgensteinlaan
"
752;01-05-2018;('4.8806307600', '52.4174767500');['Ja', 'achtertuin'];Bieding;Tuindorp Oostzaan;3;4;225.000;85;287;1958;1033AD;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002366756/dierenriem
"
753;> 3 maanden;('4.9689380500', '52.2919396600');['N', 'e', 'e'];Beschikbaar;Holendrecht/Reigersbos;4;5;215.000;111;287;1984;1107RA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375252/tielstraat
"
754;14-05-2018;('4.8776223700', '52.3748712600');['N', 'e', 'e'];Beschikbaar;Jordaan;5;7;1.550.000;208;646;1858;1015GZ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002379119/lijnbaansgracht
"
755;12-05-2018;('4.8258744800', '52.3804523200');['N', 'e', 'e'];Beschikbaar;Slotermeer-Noordoost;5;3;239.000;67;233;1958;1063KD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376181/hugo-floris-ruysstraat
"
756;> 3 maanden;('4.9330549500', '52.3652103800');['N', 'e', 'e'];Verkocht onder voorbehoud;Indische Buurt West;5;1;175.000;27;92;1903;1094CW;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002325341/delistraat
"
757;02-05-2018;('4.9077078600', '52.3440342000');['N', 'e', 'e'];Bieding;Rijnbuurt;2;3;340.000;61;196;1936;1079TT;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367741/trompenburgstraat
"
758;15-05-2018;('4.7999810900', '52.3771271000');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;360.000;99;235;1957;1067LN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380080/goeman-borgesiusstraat
"
759;20-04-2018;('4.8850489700', '52.3804214400');['N', 'e', 'e'];Verkocht onder voorbehoud;Jordaan;1;2;275.000;37;118;1957;1015KK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358553/lindengracht
"
760;14-05-2018;('4.9216545400', '52.3585071900');['N', 'e', 'e'];Beschikbaar;Oosterparkbuurt;2;4;725.000;103;325;1957;1092BK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377596/tweede-oosterparkstraat
"
761;> 3 maanden;('4.8744577000', '52.3704266500');['N', 'e', 'e'];Verkocht onder voorbehoud;Da Costabuurt;2;3;500.000;85;294;1902;1053LM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002304375/nassaukade
"
762;> 3 maanden;('4.8593159100', '52.3250078000');['N', 'e', 'e'];Beschikbaar;Buitenveldert-West;2;1;400.000;90;294;1902;1081EK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359795/bolestein
"
763;18-05-2018;('4.8995144300', '52.3631715700');['N', 'e', 'e'];Beschikbaar;Grachtengordel-Zuid;2;4;700.000;104;330;1983;1017HX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381346/kerkstraat
"
764;> 3 maanden;('4.8901615400', '52.3855300400');['N', 'e', 'e'];Beschikbaar;Haarlemmerbuurt;2;4;249.500;104;330;1983;1013KX;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002369856/bickerswerf
"
765;23-04-2018;('4.8513824900', '52.3783055800');['N', 'e', 'e'];Bieding;Erasmuspark;2;3;275.000;55;178;1940;1055CJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373101/esmoreitstraat
"
766;19-04-2018;('4.7837016400', '52.3496055000');['N', 'e', 'e'];Beschikbaar;Middelveldsche Akerpolder en Sloten;2;4;285.000;88;254;2000;1060RG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373106/ladogameerhof
"
767;11-05-2018;('4.8508618500', '52.3484908500');['Ja', 'Heerlijke achtertuin met middagzon en schuur met elektra en internet (thans in gebruik is als studio welke is voorzien van geluidsisolatie).'];Beschikbaar;Hoofddorppleinbuurt;2;3;425.000;72;280;1933;1059AV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374954/rijnsburgstraat
"
768;16-04-2018;('4.8514357500', '52.3495809700');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Hoofddorppleinbuurt;4;6;695.000;109;402;1910;1059EB;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002355112/sloterkade
"
769;26-04-2018;('4.8585850400', '52.3753180800');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Landlust;4;5;815.000;148;519;1911;1056GZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364901/admiraal-de-ruijterweg
"
770;15-05-2018;('4.8952259100', '52.3553704600');['Ja', 'achtertuin'];Beschikbaar;Oude Pijp;1;2;375.000;52;232;1886;1073CD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379164/govert-flinckstraat
"
771;> 3 maanden;('4.8949953400', '52.3761580900');['N', 'e', 'e'];Beschikbaar;Burgwallen-Nieuwe Zijde;2;3;685.000;110;406;1906;1012PV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002284570/nieuwezijds-kolk
"
772;16-03-2018;('4.8723378800', '52.3341967900');['N', 'e', 'e'];Verkocht onder voorbehoud;Buitenveldert-West;2;3;325.000;71;233;1965;1082SL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337490/ennemaborg
"
773;26-03-2018;('4.8086886400', '52.3445712700');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Sloten- en Riekerpolder;3;4;439.000;127;422;1994;1066WJ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373093/brusselsingel
"
774;09-05-2018;('4.8032786200', '52.3486431400');['Ja', 'achtertuin'];Beschikbaar;Sloten- en Riekerpolder;2;3;289.000;85;278;1994;1066SR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374042/vlimmerenstraat
"
775;> 3 maanden;('4.8388954000', '52.3754594200');['N', 'e', 'e'];Verkocht onder voorbehoud;De Kolenkit;2;3;350.000;86;255;2013;1061MJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362573/willem-augustinstraat
"
776;03-05-2018;('4.8831985500', '52.3713629600');['Ja', 'zonneterras'];Beschikbaar;Grachtengordel-West;1;2;745.000;76;229;1981;1016HM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002369913/prinsengracht
"
777;19-04-2018;('5.0089955700', '52.3519982300');['N', 'e', 'e'];Verkocht onder voorbehoud;IJburg Zuid;2;3;295.000;81;255;2017;1087LD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358878/marius-meijboomstraat
"
778;01-03-2018;('4.7924468700', '52.3453895400');['Ja', 'achtertuin'];Bieding;Middelveldsche Akerpolder en Sloten;4;5;425.000;136;457;2003;1060TA;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373085/samosstraat
"
779;> 3 maanden;('4.9270850600', '52.3759905400');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;4;5;45.000;22;457;2003;1019BL;"https://www.pararius.nl/garages-te-koop/amsterdam/PB0002285690/groenhoedenveem
"
780;> 3 maanden;('4.8254214900', '52.3594008400');['Ja'];Beschikbaar;Slotervaart;3;4;370.000;87;457;1956;1065AP;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002212618/alpert-van-metzhof
"
781;> 3 maanden;('4.8952265700', '52.3619315000');['N', 'e', 'e'];Beschikbaar;Grachtengordel-West;2;3;1.000.000;148;402;1680;1017KP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372667/prinsengracht
"
782;16-04-2018;('4.8437883000', '52.3748196800');['N', 'e', 'e'];Beschikbaar;De Kolenkit;1;2;250.000;50;175;1953;1056AH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359588/james-rosskade
"
783;> 3 maanden;('4.8557440100', '52.3722045900');['N', 'e', 'e'];Beschikbaar;Hoofdweg en omgeving;1;4;320.000;65;217;1926;1056DZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377235/admiralengracht
"
784;> 3 maanden;('4.8557440100', '52.3722045900');['N', 'e', 'e'];Beschikbaar;Hoofdweg en omgeving;1;4;320.000;65;217;1926;1056DZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370481/leuvenstraat
"
785;> 3 maanden;('4.8034132600', '52.3774586400');['N', 'e', 'e'];Beschikbaar;Geuzenveld;3;4;315.000;105;275;1926;1067XX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001858641/willem-baerdesenstraat
"
786;08-04-2018;('4.8875066600', '52.3891049600');['N', 'e', 'e'];Beschikbaar;Spaarndammer- en Zeeheldenbuurt;4;5;340.000;69;256;1886;1013NS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002349133/barentszstraat
"
787;01-05-2018;('4.8816559000', '52.3649930700');['N', 'e', 'e'];Beschikbaar;Jordaan;2;3;325.000;53;163;1981;1017PH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366509/lijnbaansgracht
"
788;> 3 maanden;('4.8793268100', '52.3658099700');['N', 'e', 'e'];Verkocht onder voorbehoud;Jordaan;2;3;930.000;131;438;1981;1016CX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002286690/leidsekade
"
789;> 3 maanden;('4.9544792900', '52.3181859300');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);2;7;465.000;174;446;2003;1102AX;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002323385/raoul-wallenbergstraat
"
790;17-05-2018;('4.8557137900', '52.3722763600');['N', 'e', 'e'];Beschikbaar;Hoofdweg en omgeving;2;3;375.000;63;199;1925;1056EA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382443/admiralengracht
"
791;> 3 maanden;('4.9303257200', '52.3978431000');['N', 'e', 'e'];Bieding;Buikslotermeer;1;2;159.000;37;120;1987;1025VP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373866/loenermark
"
792;25-04-2018;('4.8162921800', '52.3569843900');['N', 'e', 'e'];Beschikbaar;Osdorp-Oost;3;4;215.000;78;27.573;1962;1068HZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364166/eastonstraat
"
793;20-04-2018;('4.9204750900', '52.3579892600');['N', 'e', 'e'];Beschikbaar;Oosterparkbuurt;2;3;399.000;68;185;1899;1092BT;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358931/tweede-oosterparkstraat
"
794;> 3 maanden;('4.9436300800', '52.3177952300');['N', 'e', 'e'];Verkocht onder voorbehoud;Bijlmer-Centrum (D, F, H);2;2;107.500;38;114;1985;1102TD;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329234/boris-pasternakstraat
"
795;> 3 maanden;('4.8954175300', '52.3486753800');['N', 'e', 'e'];Beschikbaar;Nieuwe Pijp;3;4;425.000;86;275;1922;1073AN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371896/tweede-van-der-helststraat
"
796;> 3 maanden;('4.8534407200', '52.3573824300');['N', 'e', 'e'];Beschikbaar;Hoofddorppleinbuurt;3;2;239.500;51;130;1974;1058HV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002248410/andreas-schelfhoutstraat
"
797;> 3 maanden;('4.8089246200', '52.3726412900');['Ja'];Beschikbaar;Slotermeer-Zuidwest;3;5;430.000;90;130;1955;1064NR;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002305039/wessel-gansfortstraat
"
798;06-03-2018;('4.9084194200', '52.3692207000');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;2;3;650.000;86;277;1964;1011VK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315595/rapenburgerstraat
"
799;> 3 maanden;('4.8751440000', '52.3718640900');['Ja', 'Een zeldzaamheid in Amsterdam: een tuin van ca. 35m2, op het zuid-westen. De tuin is in 2016 geheel nieuw aangelegd.'];Teruggetrokken;Jordaan;3;5;795.000;146;497;1906;1016SX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001921725/rozengracht
"
800;19-04-2018;('4.8666113100', '52.3658715800');['N', 'e', 'e'];Beschikbaar;Van Lennepbuurt;1;2;295.000;47;170;1904;1053EM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359587/kinkerstraat
"
801;15-05-2018;('4.8863813400', '52.3690845900');['N', 'e', 'e'];Beschikbaar;Grachtengordel-West;3;5;1.175.000;177;660;1614;1016CG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379125/herengracht
"
802;11-05-2018;('4.7950562200', '52.3467058600');['N', 'e', 'e'];Beschikbaar;Middelveldsche Akerpolder en Sloten;1;3;300.000;75;190;2004;1060TN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375313/p-hans-frankfurthersingel
"
803;> 3 maanden;('4.9568367700', '52.3094943600');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);1;2;175.000;65;205;1970;1102HE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373864/hogevecht
"
804;> 3 maanden;('4.8929421200', '52.3627308800');['N', 'e', 'e'];Verkocht onder voorbehoud;Grachtengordel-Zuid;1;3;550.000;91;360;1970;1017HA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002368651/kerkstraat
"
805;16-03-2018;('4.9110927200', '52.3568194500');['N', 'e', 'e'];Beschikbaar;Weesperzijde;2;3;385.000;74;187;1983;1091GX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002332220/eerste-oosterparkstraat
"
806;23-03-2018;('4.7787885400', '52.3493376700');['Ja', 'Deze woning biedt u veel privacy met een heerlijke ruime binnentuin 15 m2, waar het heerlijk relaxen is.'];Verkocht onder voorbehoud;Middelveldsche Akerpolder en Sloten;3;4;440.000;151;456;1998;1060PR;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002378889/tjeukemeerhof
"
807;11-05-2018;('4.8258744800', '52.3804523200');['N', 'e', 'e'];Beschikbaar;Slotermeer-Noordoost;2;3;239.000;67;23.328;1958;1063KD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375864/hugo-floris-ruysstraat
"
808;21-03-2018;('4.9009495800', '52.4170765500');['Ja', 'ja'];Beschikbaar;Kadoelen;3;5;895.000;125;279;1916;1035TW;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002332831/stoombootweg
"
809;22-03-2018;('4.9414755200', '52.3600474900');['N', 'e', 'e'];Verkocht onder voorbehoud;Indische Buurt Oost;2;3;310.000;75;240;1981;1095HK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002335946/tidorestraat
"
